vehicle_id,start_time,end_time,travel_time,start_position_x,start_position_y,end_position_x,end_position_y,total_distance,average_speed,speed_variance,speed_std_dev,broadcast_count
ambulance_0,0.0,9.9,9.9,0.0,-200.0,0.0,200.0,0.0,0.0,0.0,0.0,0
